Filing_Jurisdiction,Filing_Year,Spender:id,Spender,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:id,Spender_Industry,Spender_Sector:id,Spender_Sector,Target:id,Target,Type_of_Target,Original_Target:id,Original_Target,Amount,Position:id,Position,Target_Payee:id,Target_Payee,MasterTransactionID,Candidate:id,Candidate,Election_Status,Type_of_Office:id,Type_of_Office,Status_of_Candidate:id,Status_of_Candidate,Incumbency_Status:id,Incumbency_Status
MO,2018,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,44928426,"WEBB, HELENA",Candidate,24665613,"WEBB, HELENA",11.22,3,Support,27317382,NO PAYEE IDENTIFIED,173864577,44928426,"WEBB, HELENA",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
TX,2012,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",10238727,"KUEMPEL, JOHN",Candidate,17010904,"KUEMPEL, REP JOHN",11.13,5,Unknown,27325993,AUSTIN CLUB,54109806,10238727,"KUEMPEL, JOHN",Won-General,H,State House/Assembly,1,Won,O,Open
TX,2012,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6582828,"GEREN, CHARLIE",Candidate,12326384,"GEREN, REP CHARLIE",11.13,5,Unknown,27325993,AUSTIN CLUB,54109808,6582828,"GEREN, CHARLIE",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2012,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13006979,"FRULLO, JOHN",Candidate,17010914,"FRULLO, REP JOHN",11.12,5,Unknown,27325993,AUSTIN CLUB,54109823,13006979,"FRULLO, JOHN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
ME,2016,26284550,PLANNED PARENTHOOD OF MAINE,224,Health care services,67,Health Services,8,Health,39006111,"TRASK-EATON, EMILY",Candidate,22872598,"TRASK-EATON, EMILY",11,3,Support,42747859,"MARTIN, AIMEE",144928779,39006111,"TRASK-EATON, EMILY",Lost-General,H,State House/Assembly,2,Lost,O,Open
MO,2010,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,6502394,"NORRIS, LEXI",Candidate,8652812,"NORRIS, LEXI",11,3,Support,27317382,NO PAYEE IDENTIFIED,54056310,6502394,"NORRIS, LEXI",Lost-General,H,State House/Assembly,2,Lost,O,Open
CA,2010,18846,"PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA & SAN LUIS OBISPO COUNTIES",224,Health care services,67,Health Services,8,Health,70023,"BROWN JR, EDMUND G (JERRY)",Candidate,200705,"BROWN, JERRY",10.91,3,Support,27317382,NO PAYEE IDENTIFIED,53974077,70023,"BROWN JR, EDMUND G (JERRY)",Won-General,G,Gubernatorial,1,Won,O,Open
CA,2010,18846,"PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA & SAN LUIS OBISPO COUNTIES",224,Health care services,67,Health Services,8,Health,13008607,"JORDAN, SUSAN",Candidate,382689,"JORDAN, SUSAN",10.91,3,Support,27317382,NO PAYEE IDENTIFIED,53974081,13008607,"JORDAN, SUSAN",Lost-Primary,H,State House/Assembly,2,Lost,O,Open
CA,2010,18846,"PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA & SAN LUIS OBISPO COUNTIES",224,Health care services,67,Health Services,8,Health,13008624,"MASRY, FERIAL",Candidate,583725,"MASRY, FERIAL",10.91,3,Support,27317382,NO PAYEE IDENTIFIED,53974085,13008624,"MASRY, FERIAL",Lost-General,H,State House/Assembly,2,Lost,O,Open
CA,2010,18846,"PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA & SAN LUIS OBISPO COUNTIES",224,Health care services,67,Health Services,8,Health,13008598,"ZACARIAS, HILDA",Candidate,612622,"ZACARIAS, HILDA",10.91,3,Support,27317382,NO PAYEE IDENTIFIED,53974096,13008598,"ZACARIAS, HILDA",Lost-General,H,State House/Assembly,2,Lost,O,Open
CA,2010,18846,"PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA & SAN LUIS OBISPO COUNTIES",224,Health care services,67,Health Services,8,Health,1801952,"WILLIAMS, DAS",Candidate,16682131,"WILLIAMS, DAS",10.9,3,Support,27317382,NO PAYEE IDENTIFIED,53974090,1801952,"WILLIAMS, DAS",Won-General,H,State House/Assembly,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6448580,"TOMBLIN, EARL RAY",Candidate,5156813,"TOMBLIN, EARL RAY",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117922,6448580,"TOMBLIN, EARL RAY",Won-General,G,Gubernatorial,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7544294,"TENNANT, NATALIE E",Candidate,6244220,"TENNANT, NATALIE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117923,7544294,"TENNANT, NATALIE E",Won-General,O,Other Statewide,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6448356,"GAINER III, GLEN B",Candidate,6244039,"GAINER, GLEN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117924,6448356,"GAINER III, GLEN B",Won-General,O,Other Statewide,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581679,"HALL, MIKE",Candidate,130199,"HALL, MIKE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117925,6581679,"HALL, MIKE",Lost-General,O,Other Statewide,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6385732,"HELMICK, WALT",Candidate,8642109,"HELMICK, WALT",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117926,6385732,"HELMICK, WALT",Won-General,O,Other Statewide,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700824,"MORRISEY, PATRICK",Candidate,2261528,"MORRISEY, PATRICK",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117927,6700824,"MORRISEY, PATRICK",Won-General,O,Other Statewide,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,5505410,"OVERINGTON, JOHN",Candidate,2985881,"OVERINGTON, JOHN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117928,5505410,"OVERINGTON, JOHN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13808054,"FOLK, MICHAEL CRAIG (MIKE)",Candidate,14576906,"FOLK, MICHAEL (MIKE)",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117929,13808054,"FOLK, MICHAEL CRAIG (MIKE)",Won-General,H,State House/Assembly,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6682532,"HOUSEHOLDER, ERIC LEE",Candidate,17022721,"HOUSEHOLDER, ERIC L.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117930,6682532,"HOUSEHOLDER, ERIC LEE",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6682528,"KUMP, LARRY D",Candidate,17022722,"CUMP, LARRY D.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117931,6682528,"KUMP, LARRY D",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700987,"FAIRCLOTH, LARRY W",Candidate,17022723,"FAIRCLOTH, LARRY W.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117932,6700987,"FAIRCLOTH, LARRY W",Won-General,H,State House/Assembly,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581619,"DUKE, WALTER E",Candidate,16879552,"DUKE, WALTER E.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117933,6581619,"DUKE, WALTER E",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6674455,"HOWELL, GARY",Candidate,16936349,"HOWELL, GARY G.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117934,6674455,"HOWELL, GARY",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6659528,"ROWAN, RUTH",Candidate,2888408,"ROWAN, RUTH",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117935,6659528,"ROWAN, RUTH",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6667917,"COWLES, DARYL E",Candidate,17022724,"COWLES, DARYL E.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117936,6667917,"COWLES, DARYL E",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6386343,"WILLIAMS, LARRY ALLEN",Candidate,15934676,"WILLIAMS, LARRY A.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117937,6386343,"WILLIAMS, LARRY ALLEN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700943,"SMITH, RANDY",Candidate,17022725,"SMITH, RANDY E.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117938,6700943,"SMITH, RANDY",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581633,"EVANS, ALLEN V",Candidate,17022726,"EVANS, ALLEN V.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117939,6581633,"EVANS, ALLEN V",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6682518,"POE, KEVIN SCOTT",Candidate,7463961,"POE, KEVIN SCOTT",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117940,6682518,"POE, KEVIN SCOTT",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13808051,"WOODS, JOHN P",Candidate,14370047,"WOODS, JOHN P.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117941,13808051,"WOODS, JOHN P",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6500421,"BARILL, ANTHONY P (TONY)",Candidate,17022727,"BARILL, TONY",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117942,6500421,"BARILL, ANTHONY P (TONY)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6659627,"TANSILL, JEFFERY L",Candidate,6247027,"TANSILL, JEFF",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117943,6659627,"TANSILL, JEFFERY L",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581649,"FRICH, CYNTHIA LYNNE (CINDY)",Candidate,6205348,"FRICH, CINDY",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117944,6581649,"FRICH, CYNTHIA LYNNE (CINDY)",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6682510,"PASDON, AMANDA",Candidate,7463960,"PASDON, AMANDA",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117945,6682510,"PASDON, AMANDA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6487073,"SMITH, PEGGY DONALDSON",Candidate,7203106,"SMITH, PEGGY DONALDSON",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117946,6487073,"SMITH, PEGGY DONALDSON",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6385499,"CANN, SAMUEL J (SAM)",Candidate,15522774,"CANN, SAMUEL J.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117947,6385499,"CANN, SAMUEL J (SAM)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7484290,"MILEY, TIMOTHY R",Candidate,6246820,"MILEY, TIM",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117948,7484290,"MILEY, TIMOTHY R",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700984,"HILL, JORDAN C",Candidate,11800265,"HILL, JORDON",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117949,6700984,"HILL, JORDAN C",Lost-General,H,State House/Assembly,2,Lost,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6500389,"CAMPBELL, DENISE L",Candidate,16936449,"CAMPBELL, DENISE L.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117950,6500389,"CAMPBELL, DENISE L",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6385708,"HARTMAN, WILLIAM G (BILL)",Candidate,1852140,"HARTMAN, BILL",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117951,6385708,"HARTMAN, WILLIAM G (BILL)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13008119,"LANE, PATRICK",Candidate,2214899,"LANE, PATRICK",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117952,13008119,"LANE, PATRICK",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581952,"WALTERS, RON",Candidate,4185264,"WALTER, RON",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117953,6581952,"WALTERS, RON",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581523,"ARMSTEAD, TIMOTHY P (TIM)",Candidate,6202849,"ARMSTEAD, TIM",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117954,6581523,"ARMSTEAD, TIMOTHY P (TIM)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700885,"RAINES, SUZETTE",Candidate,6493364,"RAINES, SUZETTE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117955,6700885,"RAINES, SUZETTE",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13008097,"HUNT, MARK ALLEN",Candidate,234148,"HUNT, MARK",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117956,13008097,"HUNT, MARK ALLEN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700896,"HOLSTEIN, ROBIN",Candidate,6899030,"HOLSTEIN, ROBIN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117957,6700896,"HOLSTEIN, ROBIN",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6667955,"JOSEPH, FRED",Candidate,3147145,"JOSEPH, FRED",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117958,6667955,"JOSEPH, FRED",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700877,"MCCUSKEY, JOHN B (JB)",Candidate,17022728,"MCCUSKEY, JOHN B.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117959,6700877,"MCCUSKEY, JOHN B (JB)",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6682461,"NELSON JR, ERIC",Candidate,666594,"NELSON, ERIC",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117960,6682461,"NELSON JR, ERIC",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7485049,"STAGGERS, MARGARET",Candidate,7928544,"STAGGERS, MARGARET ANN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117961,7485049,"STAGGERS, MARGARET",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6515164,"MORRIS, CHRISTOPHER (CHRIS)",Candidate,17022729,"MORRIS, CHRISTOPHER (CHRIS)",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117962,6515164,"MORRIS, CHRISTOPHER (CHRIS)",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6487054,"SKAFF JR, DOUGLAS JOHN",Candidate,17022730,"SKAFF JR., DOUG",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117963,6487054,"SKAFF JR, DOUGLAS JOHN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700979,"ARVON, KAREN LYNNE",Candidate,12482682,"ARVON, KAREN (LYNNE)",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117964,6700979,"ARVON, KAREN LYNNE",Won-General,H,State House/Assembly,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6386048,"PERRY, DAVID G",Candidate,1768643,"PERRY, DAVE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117965,6386048,"PERRY, DAVID G",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6386059,"PINO, JOHN",Candidate,870287,"PINO, JOHN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117966,6386059,"PINO, JOHN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7555122,"ONEAL IV, JOHN DAVID",Candidate,17022731,"ONEAL IV, JOHN D.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117967,7555122,"ONEAL IV, JOHN DAVID",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6659347,"HEDRICK, RON",Candidate,6188447,"HEDRICK, RON",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117968,6659347,"HEDRICK, RON",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581929,"SUMNER, LINDA",Candidate,956202,"SUMNER, LINDA",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117969,6581929,"SUMNER, LINDA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6697183,"GEARHEART, GARY MARTIN (MARTY)",Candidate,8670113,"GEARHEART, MARTY",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117970,6697183,"GEARHEART, GARY MARTIN (MARTY)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6674491,"SHOTT, JOHN HEADLEY",Candidate,17022732,"SHOTT, JOHN H.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117971,6674491,"SHOTT, JOHN HEADLEY",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6682431,"COOPER, ROY G",Candidate,17022733,"COOPER, ROY G.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117972,6682431,"COOPER, ROY G",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,12728504,"TOMBLIN, TEDDY (TED)",Candidate,7484768,"TOMBLIN, TEDDY (TED)",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117973,12728504,"TOMBLIN, TEDDY (TED)",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6487001,"PHILLIPS, LINDA GOODE",Candidate,6531068,"PHILLIPS, LINDA GOODE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117974,6487001,"PHILLIPS, LINDA GOODE",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6667925,"ELLINGTON JR, JOE C",Candidate,7542159,"ELLINGTON, JOE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117975,6667925,"ELLINGTON JR, JOE C",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700867,"MOFFATT SR, MICHEL GERALD",Candidate,17022734,"MOFFATT, MICHAEL G.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117976,6700867,"MOFFATT SR, MICHEL GERALD",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700869,"NELSON, JOSHUA",Candidate,6767462,"NELSON, JOSHUA",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117977,6700869,"NELSON, JOSHUA",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6486996,"PHILLIPS JR, RUPERT WILSON (RUPIE)",Candidate,17022735,"PHILLIPS JR., RUPERT (RUPIE)",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117978,6486996,"PHILLIPS JR, RUPERT WILSON (RUPIE)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6515218,"MARCUM, JUSTIN J",Candidate,16936474,"MARCUM, JUSTIN J.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117979,6515218,"MARCUM, JUSTIN J",Won-General,H,State House/Assembly,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6386323,"WHITE, HARRY KEITH",Candidate,6207493,"WHITE, HARRY KEITH",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117980,6386323,"WHITE, HARRY KEITH",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6470631,"STOWERS, JOSH",Candidate,6252316,"STOWERS, JOSH",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117981,6470631,"STOWERS, JOSH",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6659422,"MILLER, CAROL D",Candidate,54662,"MILLER, CAROL",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117982,6659422,"MILLER, CAROL D",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,3329077,"REYNOLDS, DOUGLAS V",Candidate,2404946,"REYNOLDS, DOUG",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117983,3329077,"REYNOLDS, DOUGLAS V",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13008013,"SOBONYA, KELLI",Candidate,6220001,"SOBONYA, KELLI",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117984,13008013,"SOBONYA, KELLI",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6667907,"ANDES, TROY",Candidate,6243301,"ANDES, TROY",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117985,6667907,"ANDES, TROY",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6385554,"CRAIG, KEVIN J",Candidate,13797602,"CRAIG, KEVIN J.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117986,6385554,"CRAIG, KEVIN J",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700846,"DAVIS, MIKE",Candidate,19841,"DAVIS, MIKE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117987,6700846,"DAVIS, MIKE",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
