Candidate_id,Candidate_Entity_ID,General_Party_ID,Election_Type,Office_Sought,Broad_Sector,Incumbency_Status,Election_Year,Industry_Spending_Totals,Status_of_Candidate,Status_of_Candidate,Candidate,Election_Status,General_Party,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
223095,43944590,1,3,640,6,1,2017,1899,2,Lost,"SANDOVAL, GABRIEL",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 051,Open,"Finance, Insurance & Real Estate"
36497,6617288,2,1,658,5,3,2000,1875,2,Lost,"LOPEZ, LOU",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 069,Challenger,Energy & Natural Resources
116956,1256839,1,1,630,2,2,2008,1875,1,Won,"BROWNLEY, JULIA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 041,Incumbent,Construction
135164,779330,1,1,599,8,3,2012,1875,1,Won,"LEVINE, MARC",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 010,Challenger,Health
227318,44044442,1,1,15040,2,3,2018,1875,2,Lost,"MIN, DAVE",Lost-Top Two Primary,Democratic,Standard,US HOUSE DISTRICT CA 045,Challenger,Construction
49850,12996625,2,1,630,8,3,2004,1869,2,Lost,"PETERS, HEATHER",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 041,Challenger,Health
232784,44251118,3,1,9173,8,1,2018,1863,2,Lost,"MCLAUGHLIN, GAYLE",Lost-Top Two Primary,Third-Party,Standard,LIEUTENANT GOVERNOR,Open,Health
49849,6655646,2,1,617,6,3,2004,1851,2,Lost,"PERKINS, BOB",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 028,Challenger,"Finance, Insurance & Real Estate"
202352,22560,1,1,694,4,1,2016,1851,1,Won,"PORTANTINO, ANTHONY J",Won-General,Democratic,Standard,SENATE DISTRICT 025,Open,Defense
4909,6413877,1,1,617,2,1,2000,1850,2,Lost,"PIZARRO, SANDRA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 028,Open,Construction
12174,493316,2,1,664,6,1,1998,1850,2,Lost,"ANDERSON, JOEL",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 075,Open,"Finance, Insurance & Real Estate"
12292,6452197,1,1,610,8,1,2004,1850,2,Lost,"BARTON, JOHN H",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 021,Open,Health
143627,18912337,1,3,643,6,1,2013,1850,2,Lost,"ARMENTA, CHRISTOPHER R",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 054,Open,"Finance, Insurance & Real Estate"
167932,23420887,3,1,9171,5,1,2014,1850,2,Lost,"SCHNUR, DANIEL C",Lost-Top Two Primary,Third-Party,Standard,SECRETARY OF STATE,Open,Energy & Natural Resources
168178,23421089,3,1,671,6,1,2014,1850,2,Lost,"LEHMANN, HARRY V",Lost-Top Two Primary,Third-Party,Standard,SENATE DISTRICT 002,Open,"Finance, Insurance & Real Estate"
168312,19337103,1,1,614,8,1,2014,1850,2,Lost,"COX, TERESA",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 025,Open,Health
167930,23420885,2,1,9171,8,1,2014,1849,2,Lost,"PETERSON, PETE",Lost-General,Republican,Standard,SECRETARY OF STATE,Open,Health
141036,17657783,1,1,15044,4,3,2012,1845,2,Lost,"TETALMAN, JERRY",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 049,Challenger,Defense
66963,6686431,2,1,697,6,3,2010,1840,2,Lost,"STAMMREICH, JOHN S",Lost-General,Republican,Standard,SENATE DISTRICT 028,Challenger,"Finance, Insurance & Real Estate"
191236,13690146,4,1,19078,6,1,2012,1840,1,Won,"GAZZANIGA, SUZANNE",Won-Top Two Primary,Nonpartisan,Standard,SUPERIOR COURT DISTRICT PLACER COUNTY-004,Open,"Finance, Insurance & Real Estate"
36490,6413767,1,1,657,6,3,2000,1830,2,Lost,"LAINE, TINA",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 068,Challenger,"Finance, Insurance & Real Estate"
18319,6485654,1,1,629,8,1,2008,1814,2,Lost,"HEALEY, LAURETTE A",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 040,Open,Health
238351,44493609,1,1,604,6,1,2018,1804,2,Lost,"BARTLETT, BEN",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 015,Open,"Finance, Insurance & Real Estate"
2601,2337545,2,1,592,6,1,2002,1800,2,Lost,"OSTRANDER, DANIEL",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 003,Open,"Finance, Insurance & Real Estate"
4873,6413692,1,1,595,8,1,2000,1800,2,Lost,"HAYASHINO, CAROLE",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 006,Open,Health
18352,13008541,1,1,611,4,1,2008,1800,2,Lost,"WANG, KRIS",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 022,Open,Defense
25883,11022789,1,1,635,5,1,2012,1800,2,Lost,"JOHNSON, BRIAN C",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Energy & Natural Resources
103660,433187,1,1,10135,8,1,1998,1800,1,Won,"CHIANG, JOHN",Won-General,Democratic,Standard,BOARD OF EDUCATION DISTRICT 004,Open,Health
116975,13008426,2,1,593,4,2,2008,1800,1,Won,"GAINES, TED",Won-General,Republican,Standard,ASSEMBLY DISTRICT 004,Incumbent,Defense
141027,17657774,2,1,15041,6,3,2012,1800,2,Lost,"HAYDEN, JERRY",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 046,Challenger,"Finance, Insurance & Real Estate"
202305,38300332,2,1,15047,4,3,2016,1800,2,Lost,"GITSHAM, DENISE",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 052,Challenger,Defense
202446,622178,1,1,613,2,1,2016,1800,2,Lost,"KASPERZAK JR, R MICHAEL (MIKE)",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 024,Open,Construction
227029,40421029,2,1,15028,6,3,2018,1800,2,Lost,"WRIGHT, KENNETH W.",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 033,Challenger,"Finance, Insurance & Real Estate"
227035,15229376,2,1,15043,2,3,2018,1800,2,Lost,"BAUGH, SCOTT",Lost-Top Two Primary,Republican,Standard,US HOUSE DISTRICT CA 048,Challenger,Construction
238396,43907525,1,1,697,6,3,2018,1800,2,Lost,"SILVER, JOY",Lost-General,Democratic,Standard,SENATE DISTRICT 028,Challenger,"Finance, Insurance & Real Estate"
55043,13011174,1,1,681,5,3,2006,1799,2,Lost,"NICKEL, WILEY",Lost-General,Democratic,Standard,SENATE DISTRICT 012,Challenger,Energy & Natural Resources
49672,2583206,2,1,618,2,1,1998,1785,2,Lost,"MAZE, BILL",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 029,Open,Construction
25883,11022789,1,1,635,2,1,2012,1780,2,Lost,"JOHNSON, BRIAN C",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Construction
55027,6468777,1,1,593,8,1,2006,1780,2,Lost,"HASWELL, ROBERT",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 004,Open,Health
140610,17657383,2,1,14998,2,3,2012,1776,2,Lost,"TUBBS, RICK",Lost-Top Two Primary,Republican,Standard,US HOUSE DISTRICT CA 003,Challenger,Construction
140634,17657405,2,1,15048,2,3,2012,1776,2,Lost,"POPADITCH, NICK",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 053,Challenger,Construction
30034,1564203,3,1,608,6,1,2002,1775,2,Lost,"CHAMBERLAIN, JO",Lost-General,Third-Party,Standard,ASSEMBLY DISTRICT 019,Open,"Finance, Insurance & Real Estate"
595,4766782,1,1,645,5,1,2002,1750,2,Lost,"FLOWERS, SALLY ZUNIGA",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 056,Open,Energy & Natural Resources
638,2224706,1,1,611,8,1,2002,1750,2,Lost,"STASEK, ROSEMARY",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 022,Open,Health
2581,1596120,2,1,625,5,1,2002,1750,2,Lost,"WYMAN, PHILLIP D (PHIL)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 036,Open,Energy & Natural Resources
4894,6413800,1,1,644,5,1,2000,1750,2,Lost,"MCDONALD, R KEITH",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 055,Open,Energy & Natural Resources
12142,2561610,2,1,656,6,3,1998,1750,2,Lost,"TILLOTSON, HAYDEE VELAZQUEZ",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 067,Challenger,"Finance, Insurance & Real Estate"
12173,6451890,1,1,9172,5,1,1998,1750,2,Lost,"BROWN, HAL",Lost-Primary,Democratic,Standard,INSURANCE COMMISSIONER,Open,Energy & Natural Resources
12189,6451903,1,1,598,6,1,1998,1750,2,Lost,"GRACECHILD, FRANCES",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 009,Open,"Finance, Insurance & Real Estate"
15185,1259058,1,1,595,8,1,2006,1750,2,Lost,"ALDEN, JOHN",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 006,Open,Health
15237,214854,1,1,647,6,1,2006,1750,2,Lost,"NEWCOMER, OWEN",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,"Finance, Insurance & Real Estate"
16298,6669300,2,1,625,2,3,2006,1750,2,Lost,"LEDFORD, JAMES C",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 036,Challenger,Construction
18353,13008498,1,1,603,6,1,2008,1750,2,Lost,"WORTHINGTON, KRISS",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 014,Open,"Finance, Insurance & Real Estate"
22009,13008429,2,1,9483,8,2,2010,1750,2,Lost,"ALBY, BARBARA",Lost-Primary,Republican,Standard,EQUALIZATION BOARD DISTRICT 002,Incumbent,Health
22067,6686449,2,1,705,8,1,2010,1750,2,Lost,"DICKSON, KENNETH C",Lost-Primary,Republican,Standard,SENATE DISTRICT 036,Open,Health
33023,2076520,2,1,597,2,1,2002,1750,2,Lost,"MUNN, JOHN R",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 008,Open,Construction
49875,13008750,2,1,647,5,3,2004,1750,2,Lost,"TOPALIAN, H RITA",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 058,Challenger,Energy & Natural Resources
49875,13008750,2,1,647,8,3,2004,1750,2,Lost,"TOPALIAN, H RITA",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 058,Challenger,Health
56509,13008517,2,1,607,5,1,2006,1750,2,Lost,"BUCK, JILL A",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 018,Open,Energy & Natural Resources
66890,1493498,4,1,9176,8,1,2010,1750,2,Lost,"ACEVES JR, LARRY",Lost-General,Nonpartisan,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Health
86131,6601316,2,1,706,4,1,2000,1750,1,Won,"BATTIN, JAMES F",Won-General,Republican,Standard,SENATE DISTRICT 037,Open,Defense
103491,180844,1,1,611,2,2,1998,1750,1,Won,"ALQUIST, ELAINE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 022,Incumbent,Construction
125816,21952,1,1,9171,5,2,2010,1750,1,Won,"BOWEN, DEBRA",Won-General,Democratic,Standard,SECRETARY OF STATE,Incumbent,Energy & Natural Resources
125842,13008823,2,1,659,2,1,2010,1750,1,Won,"WAGNER, DONALD P (DON)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 070,Open,Construction
135161,13008404,2,1,590,2,1,2012,1750,1,Won,"DAHLE, BRIAN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 001,Open,Construction
143355,17662225,2,3,15031,8,1,2011,1750,2,Lost,"GIN, MIKE",Lost-Top Two Primary,Republican,Special,US HOUSE DISTRICT CA 036,Open,Health
186143,25144191,4,1,18899,6,1,2014,1750,2,Lost,"KINGSLEY, CAROL",Lost-General,Nonpartisan,Standard,SUPERIOR COURT DISTRICT SAN FRANCISCO COUNTY-020,Open,"Finance, Insurance & Real Estate"
202144,6686300,2,1,15003,6,3,2016,1750,2,Lost,"DONNELLY, TIM",Lost-Top Two Primary,Republican,Standard,US HOUSE DISTRICT CA 008,Challenger,"Finance, Insurance & Real Estate"
202277,39707293,1,1,15041,8,1,2016,1750,2,Lost,"NGUYEN, BAO",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 046,Open,Health
202494,39707437,2,1,627,5,1,2016,1750,2,Lost,"DEGONIA, JARROD R",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,Energy & Natural Resources
30057,2204338,2,1,709,6,1,2002,1725,2,Lost,"GIORGINO, MICHAEL S",Lost-General,Republican,Standard,SENATE DISTRICT 040,Open,"Finance, Insurance & Real Estate"
238353,80938,1,1,604,5,1,2018,1725,2,Lost,"KALB, DANIEL E (DAN)",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 015,Open,Energy & Natural Resources
55322,13008685,2,1,636,6,3,2006,1715,2,Lost,"DODGE, JEFFERS MACARTHUR",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 047,Challenger,"Finance, Insurance & Real Estate"
12370,13008597,2,1,622,6,1,2004,1710,2,Lost,"ZIMMERMAN, MIKE",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 033,Open,"Finance, Insurance & Real Estate"
4926,88191,1,1,644,6,1,2000,1700,2,Lost,"TABASH, EDWARD Z",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 055,Open,"Finance, Insurance & Real Estate"
12156,6451843,1,1,642,8,1,1998,1700,2,Lost,"ZEIDLER, D ZEKE",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 053,Open,Health
12223,13008765,2,1,649,6,1,1998,1700,2,Lost,"HUFF, ROBERT (BOB)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 060,Open,"Finance, Insurance & Real Estate"
12231,6655045,2,1,10134,5,1,1998,1700,2,Lost,"WILSON, CRAIG",Lost-Primary,Republican,Standard,BOARD OF EDUCATION DISTRICT 003,Open,Energy & Natural Resources
28882,13008429,2,3,670,6,1,2011,1700,2,Lost,"ALBY, BARBARA",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,"Finance, Insurance & Real Estate"
49669,13008885,2,1,667,5,3,1998,1700,2,Lost,"ROESCH, JEAN",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 078,Challenger,Energy & Natural Resources
49672,2583206,2,1,618,5,1,1998,1700,2,Lost,"MAZE, BILL",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 029,Open,Energy & Natural Resources
72769,13008651,2,1,630,8,1,2012,1700,2,Lost,"LOWE, DONNA",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 041,Open,Health
82924,1262346,1,1,630,2,2,2002,1700,1,Won,"PAVLEY, FRAN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 041,Incumbent,Construction
103508,21952,1,1,697,2,1,1998,1700,1,Won,"BOWEN, DEBRA",Won-General,Democratic,Standard,SENATE DISTRICT 028,Open,Construction
103535,6413709,1,1,629,4,2,1998,1700,1,Won,"HERTZBERG, ROBERT (BOB)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 040,Incumbent,Defense
168284,23421177,1,1,604,6,1,2014,1700,2,Lost,"PRICE, PAMELA",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 015,Open,"Finance, Insurance & Real Estate"
168418,23421298,2,1,651,6,1,2014,1700,2,Lost,"GROSE, TED J",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 062,Open,"Finance, Insurance & Real Estate"
168448,16535613,2,1,662,8,1,2014,1700,2,Lost,"PETRILLA, JESSE",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 073,Open,Health
227326,44044450,3,1,15043,6,3,2018,1700,2,Lost,"REISER, BRANDON",Lost-Top Two Primary,Third-Party,Standard,US HOUSE DISTRICT CA 048,Challenger,"Finance, Insurance & Real Estate"
238644,44493902,2,1,681,6,1,2018,1700,2,Lost,"TACHERRA, JOHNNY",Lost-Top Two Primary,Republican,Standard,SENATE DISTRICT 012,Open,"Finance, Insurance & Real Estate"
238668,44493926,2,1,618,6,3,2018,1700,2,Lost,"NOHRDEN, VICKI L",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 029,Challenger,"Finance, Insurance & Real Estate"
238697,44493955,2,1,635,6,3,2018,1700,2,Lost,"HOGE, ROXANNE BECKFORD",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 046,Challenger,"Finance, Insurance & Real Estate"
238759,44494017,2,1,9173,6,1,2018,1700,2,Lost,"HERNANDEZ, DAVID R",Lost-Top Two Primary,Republican,Standard,LIEUTENANT GOVERNOR,Open,"Finance, Insurance & Real Estate"
35466,12996617,3,1,9169,8,1,2003,1675,2,Lost,"CAMEJO, PETER MIGUEL",Lost-General,Third-Party,Standard,GOVERNOR,Open,Health
202086,39707165,2,1,14929,2,1,2016,1675,2,Lost,"DEL BECARO, THOMAS G",Lost-Top Two Primary,Republican,Standard,US SENATE DISTRICT CA SW-CLASS III,Open,Construction
15201,6468670,1,1,634,2,1,2006,1670,2,Lost,"CHAVEZ, CHRISTINE",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 045,Open,Construction
72801,13008873,2,1,665,4,1,2012,1660,2,Lost,"HODGES, SHERRY",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 076,Open,Defense
143355,17662225,2,3,15031,4,1,2011,1660,2,Lost,"GIN, MIKE",Lost-Top Two Primary,Republican,Special,US HOUSE DISTRICT CA 036,Open,Defense
21974,324439,1,1,668,8,1,2010,1657,2,Lost,"QUINONES, PEARL N",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Health
2591,2317419,2,1,9169,8,1,2002,1650,2,Lost,"JESSON, NICK",Lost-Primary,Republican,Standard,GOVERNOR,Open,Health
12151,13010229,2,1,9175,5,1,1998,1650,2,Lost,"CAPIZZI, MIKE",Lost-Primary,Republican,Standard,ATTORNEY GENERAL,Open,Energy & Natural Resources
21965,13008724,1,1,642,6,1,2010,1650,2,Lost,"SAENZ, EDGAR",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 053,Open,"Finance, Insurance & Real Estate"
25889,13008703,1,1,639,5,3,2012,1650,2,Lost,"OSBORN, TORIE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 050,Challenger,Energy & Natural Resources
49670,6451894,1,1,673,6,3,1998,1650,2,Lost,"DESIO, MARK",Lost-General,Democratic,Standard,SENATE DISTRICT 004,Challenger,"Finance, Insurance & Real Estate"
103682,6379495,1,1,703,5,3,1998,1650,1,Won,"DUNN, JOSEPH LAWRENCE",Won-General,Democratic,Standard,SENATE DISTRICT 034,Challenger,Energy & Natural Resources
111031,13008479,2,1,599,4,2,2006,1650,1,Won,"NAKANISHI, ALAN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 010,Incumbent,Defense
111041,22560,1,1,633,4,1,2006,1650,1,Won,"PORTANTINO, ANTHONY J",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 044,Open,Defense
167966,73307,1,1,14996,6,3,2014,1650,2,Lost,"HALL, HEIDI",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 001,Challenger,"Finance, Insurance & Real Estate"
186012,16202545,4,1,18936,6,1,2014,1650,1,Won,"HASKINS, KEVIN",Won-General,Nonpartisan,Standard,SUPERIOR COURT DISTRICT ORANGE COUNTY-014,Open,"Finance, Insurance & Real Estate"
25918,11022819,1,1,658,6,1,2012,1649,2,Lost,"PEREZ, JULIO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,"Finance, Insurance & Real Estate"
168402,23421285,1,1,645,2,1,2014,1649,1,Won,"GARCIA, EDUARDO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 056,Open,Construction
168042,23420968,1,1,15016,4,3,2014,1645,2,Lost,"RENTERIA, AMANDA",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 021,Challenger,Defense
25918,11022819,1,1,658,2,1,2012,1643,2,Lost,"PEREZ, JULIO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,Construction
35088,6530219,3,1,9169,5,1,2003,1635,2,Lost,"HUFFINGTON, ARIANNA",Lost-General,Third-Party,Standard,GOVERNOR,Open,Energy & Natural Resources
160493,19710583,2,1,15003,5,1,2010,1630,2,Lost,"WALSH, DANA",Lost-Primary,Republican,Standard,US HOUSE DISTRICT CA 008,Open,Energy & Natural Resources
30099,13008509,2,1,606,5,3,2002,1625,2,Lost,"MCCABE, BRIAN",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 017,Challenger,Energy & Natural Resources
36552,6413915,1,1,604,8,3,2000,1625,2,Lost,"ROLEN, GREG",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 015,Challenger,Health
160493,19710583,2,1,15003,8,1,2010,1625,2,Lost,"WALSH, DANA",Lost-Primary,Republican,Standard,US HOUSE DISTRICT CA 008,Open,Health
227229,44044367,1,1,14996,6,3,2018,1615,2,Lost,"HOLCOMBE, JESSICA JONES",Lost-Top Two Primary,Democratic,Standard,US HOUSE DISTRICT CA 001,Challenger,"Finance, Insurance & Real Estate"
168335,23421221,2,1,621,6,3,2014,1613,2,Lost,"AGBALOG, ROMEO",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 032,Challenger,"Finance, Insurance & Real Estate"
110996,13008710,1,1,641,2,2,2006,1610,1,Won,"DYMALLY, MERVYN M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 052,Incumbent,Construction
60503,13008614,1,1,625,8,1,2008,1605,2,Lost,"JONES, LINDA K",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 036,Open,Health
72807,13008495,2,1,680,8,3,2012,1601,2,Lost,"DHILLON, HARMEET K",Lost-General,Republican,Standard,SENATE DISTRICT 011,Challenger,Health
12224,12997057,2,1,9173,8,1,1998,1600,2,Lost,"HENTSCHEL, NOEL IRWIN",Lost-Primary,Republican,Standard,LIEUTENANT GOVERNOR,Open,Health
12311,13008845,2,1,662,2,1,2004,1600,2,Lost,"GIBSON, JAMES E",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 073,Open,Construction
12340,13008545,1,1,612,8,1,2004,1600,2,Lost,"NAPOLI, KATHY CHAVEZ",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 023,Open,Health
15193,1323758,2,1,666,6,1,2006,1600,2,Lost,"BEECHAM, NANCY",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 077,Open,"Finance, Insurance & Real Estate"
18336,1255697,1,1,669,2,1,2008,1600,2,Lost,"PETTIS, GREGORY S",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 080,Open,Construction
22025,6686146,2,1,614,6,1,2010,1600,2,Lost,"VANDER WEIDE, KURT",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 025,Open,"Finance, Insurance & Real Estate"
25921,6503497,1,1,661,6,1,2012,1600,2,Lost,"DOVINH, JOE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 072,Open,"Finance, Insurance & Real Estate"
30077,6576456,2,1,608,6,1,2002,1600,2,Lost,"KAWAS, DAVID",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 019,Open,"Finance, Insurance & Real Estate"
30128,60318,2,1,610,6,3,2002,1600,2,Lost,"RUSSELL, JAMES A (JIM)",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 021,Challenger,"Finance, Insurance & Real Estate"
49684,13008446,2,1,595,8,3,1998,1600,2,Lost,"WEINER, RUSS",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 006,Challenger,Health
66828,6485748,1,1,654,5,3,2010,1600,2,Lost,"WOOD, CARL W",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 065,Challenger,Energy & Natural Resources
71376,13008455,1,1,599,2,2,2012,1600,2,Lost,"ALLEN, MICHAEL",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 010,Incumbent,Construction
125832,13008621,2,1,626,4,1,2010,1600,1,Won,"GORELL, JEFF",Won-General,Republican,Standard,ASSEMBLY DISTRICT 037,Open,Defense
125842,13008823,2,1,659,5,1,2010,1600,1,Won,"WAGNER, DONALD P (DON)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 070,Open,Energy & Natural Resources
135194,13008872,2,1,665,4,1,2012,1600,1,Won,"CHAVEZ, ROCKY G",Won-General,Republican,Standard,ASSEMBLY DISTRICT 076,Open,Defense
167952,6567113,4,1,9176,6,3,2014,1600,2,Lost,"GUTIERREZ, LYDIA A",Lost-Primary,Nonpartisan,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,"Finance, Insurance & Real Estate"
168335,23421221,2,1,621,5,3,2014,1600,2,Lost,"AGBALOG, ROMEO",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 032,Challenger,Energy & Natural Resources
186275,15570687,4,1,18971,8,1,2014,1600,2,Lost,"MATHAI, DAYAN V",Lost-General,Nonpartisan,Standard,SUPERIOR COURT DISTRICT LOS ANGELES COUNTY-061,Open,Health
202161,12997061,1,1,15009,5,2,2016,1600,1,Won,"SPEIER, JACKIE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 014,Incumbent,Energy & Natural Resources
202357,18695011,1,1,696,8,1,2016,1600,2,Lost,"POLLOCK, DAVID",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 027,Open,Health
202546,39707475,2,1,644,6,1,2016,1600,2,Lost,"MARQUEZ, RAY",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 055,Open,"Finance, Insurance & Real Estate"
227258,12997061,1,1,15009,5,2,2018,1600,1,Won,"SPEIER, JACKIE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 014,Incumbent,Energy & Natural Resources
238396,43907525,1,1,697,5,3,2018,1600,2,Lost,"SILVER, JOY",Lost-General,Democratic,Standard,SENATE DISTRICT 028,Challenger,Energy & Natural Resources
238397,299544,1,1,618,2,2,2018,1600,1,Won,"STONE, MARK W",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 029,Incumbent,Construction
36567,13011209,2,1,708,5,3,2000,1599,2,Lost,"STIRLING, LARRY",Lost-General,Republican,Standard,SENATE DISTRICT 039,Challenger,Energy & Natural Resources
161767,18271485,2,1,14996,2,3,2010,1595,2,Lost,"HANKS, LOREN",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 001,Challenger,Construction
12372,13010147,2,1,9170,8,1,2002,1592,2,Lost,"ANDAL, DEAN F",Lost-Primary,Republican,Standard,CONTROLLER,Open,Health
135816,13690147,4,1,16792,6,2,2012,1585,1,Won,"GIULIANI, JENNIFER LEE",Won-Top Two Primary,Nonpartisan,Standard,SUPERIOR COURT DISTRICT KINGS COUNTY,Incumbent,"Finance, Insurance & Real Estate"
4907,6617384,2,1,617,2,1,2000,1584,2,Lost,"PERRY, LAURA",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 028,Open,Construction
238322,44493580,1,1,595,6,3,2018,1583,2,Lost,"SMITH, JACALYN (JACKIE)",Lost-General,Democratic,Standard,ASSEMBLY DISTRICT 006,Challenger,"Finance, Insurance & Real Estate"
35088,6530219,3,1,9169,4,1,2003,1565,2,Lost,"HUFFINGTON, ARIANNA",Lost-General,Third-Party,Standard,GOVERNOR,Open,Defense
16311,6474771,1,1,668,6,1,2006,1560,2,Lost,"SANDOVAL, GREG R",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,"Finance, Insurance & Real Estate"
